_word,sense
КЕРЕНКА,"<p><b>Кере́нка</b>. Название этой русской валюты, просуществовавшей меньше года на стыке русских революций 1917 г., восходит к фамилии премьера временного правительства — А. Керенского.</p>"
КЕРОСИН,"<p><b>Кероси́н</b>. Заимствование из английского, где kerosen — «керосин» было образовано искусственно от греческого kiros — «воск».</p>"
КЕФАЛЬ,"<p><b>Кефа́ль</b>. Название этой черноморской рыбы заимствовано из греческого языка, в котором kephalos — «кефаль» образовано от kephale — «голова». Буквально — «головастая», что соответствует внешнему виду этой рыбы.</p>"
КИБИТКА,"<p><b>Киби́тка</b>. Название этого транспортного средства заимствовано из тюркских языков (в татарском <i>кибет</i> — «крытая телега»), которые в свою очередь заимствовали из арабского, где koubett — «палатка».</p>"
КИЕВ,<p><b>Ки́ев</b>. Название столицы Украины восходит к имени ее легендарного основателя Кия (Кыя).</p>
КИКИМОРА,"<p><b>Кики́мора</b>. Это название для нечистой силы не имеет общепринятой этимологии. Возможно, первая часть восходит к <i>кика</i> — «чуб, коса» или к звукоподражательному <i>кикать</i>. Вторая часть может быть родственна украинскому <i>мора</i> — «нечистый дух», имеющему соответствия в германских языках: в древнескандинавском находим mara — «домовой», в современном английском mare — «кобыла». Отметим, кстати, что английское nightmare (соответствующее русскому <i>кикимора</i>) имеет вторым элементом слово mare, имеющее, как уже говорилось, значение «кобыла».</p>"
КИЛЬКА,"<p><b>Ки́лька</b>. Название для этой мелкой рыбешки мы позаимствовали у эстонцев, которые эту рыбку называют kilu. И, конечно же, в русском языке это слово получило оформление по образу созвучных русских существительных — <i><font color=blue>кепка</font></i>, <i>сумка</i> и т.п. Высказывается предположение, что эстонское слово является заимствованием из немецкого, где Kiel — «киль». Переход значения на кильку объясняется формой этой рыбки, напоминающей киль корабля.</p>"
КИНЖАЛ,"<p><b>Кинжа́л</b>. Вероятно, заимствовано из арабского через посредство тюркских языков.</p>"
КИНО,"<p><b>Кино́</b>. Заимствование из немецкого, где Kino является сокращением от более старого Kinematograph — «кинематограф».</p>"
КИНОВАРЬ,"<p><b>Ки́новарь</b>. Это название красной краски было заимствовано из греческого, где kinnabari — «киноварь».</p>"
КИОСК,<p><b>Ки́оск</b>. Заимствование через французское (kiosque) или немецкое (kiosk) посредство к турецкому kosk — «павильон».</p>
КИПЕТЬ,<p><b>Кипе́ть</b>. Общеславянское слово индоевропейской природы: в древнеиндийском находим kupyati — «кипит».</p>
КИРЗОВЫЙ,"<p><b>Ки́рзовый</b>. В северных диалектах это слово означает «слои промерзшей почвы», а восходит, видимо, к финскому kirsi с тем же значением. В современном языке переосмыслено в плотную ткань, используемую как заменитель кожи.</p>"
КИРИЛЛИЦА,"<p><b>Кири́ллица</b>. Свое название эта древняя славянская азбука получила от имени просветителя <i>Кирилла</i>, который вместе со своим братом Мефодием перевел евангелие с греческого на славянский язык.</p>"
КИРКА,"<p><b>Кирка́</b>. Название этого инструмента заимствовано из греческого языка, где kerkis — «мотыга».</p>"
КИРПИЧ,<p><b>Кирпи́ч</b>. Название этого строительного материала было заимствовано древнерусским языком из тюркских. В татарском находим <i>кирпич</i> того же значения.</p>
КИСЕЛЬ,"<p><b>Кисе́ль</b>. Образовано от глагола <i>кысати</i> — «киснуть». Родственно словам <i><font color=blue>кислый</font></i>, <i>киснуть</i>.</p>"
КИСЕТ,"<p><b>Кисе́т</b>. Название этого мешочка для табака образовано от заимствованного из тюркских существительного <i>киса</i> — «кожаная сумка», восходящего к арабскому kis — «кошелек».</p>"
КИСЕЯ,<p><b>Кисея́</b>. Заимствование из тюркских. В турецком находим kasi — «кисея».</p>
КИСЛОРОД,"<p><b>Кислоро́д</b>. Название этого газообразного химического элемента было образовано способом кальки с латинского охуgenium, где оху означает кислый, a genium является производным от genus — «род».</p>"
КИСЛЫЙ,<p><b>Ки́слый</b>. Общеславянское слово от глагола <i>кысати</i>.</p>
КИСТЕНЬ,"<p><b>Кисте́нь</b>. Название этого вида оружия, представляющего собой тяжелый набалдашник на короткой ручке или гирьку на ремне, заимствовано из тюркских языков; в татарском, например, находим <i>кистан</i> — «дубинка».</p>"
КИСТЬ,"<p><b>Кисть</b>. Образовано от <i>кыта</i> — «ветвь»; в диалектах находим <i>кита</i>, <i>кить</i> — «стебель вьющегося растения».</p>"
КИТ,"<p><b>Кит</b>. Название этого морского млекопитающего заимствовано из греческого, где ketos — «морское чудовище».</p>"
КИЧИТЬСЯ,"<p><b>Кичи́ться</b>. Заимствование из старославянского, где <i>кычити</i>, образовано от <i>кыка</i> — «волосы на голове». Исконное значение <i>кичиться</i> — «поднимать чуб» с последующим переосмыслением в «задирать нос».</p>"
КИШИНЕВ,"<p><b>Кишинёв</b>. Имя столицы Молдовы не имеет, как это ни странно, никакого отношения ни к молдаванам, ни к их кровным братьям — румынам. Появление этого имени объясняется близостыо Крыма, которым владели крымские татары, давшие возникшему на месте современной столицы Молдовы поселению название Kyslakanav, или Kyslanav (вспомним, кстати, пришедшее к нам из тюркских языков словечко кишлак — «селение»). Отметим, что в языке крымских татар слово kysla (<i>кишла</i>) означает «зимовка».</p>"
КИШКА,"<p><b>Кишка́</b>. Вероятно, родственно древнеиндийскому kostas — «внутренности». Возможно также, что это заимствование из тюркских языков, где <i>кишень</i> — «карман, желудок».</p>"
КЛАВИАТУРА,"<p><b>Клавиату́ра</b>. Хотя сейчас это слово вызывает ассоциации с компьютером, заимствовано оно было из итальянского языка еще в XIX в., где claviatura — «ряд клавиш в клавишном музыкальном инструменте» восходит к лат. clavis — «ключ».</p>"
КЛАД,"<p><b>Клад</b>. Это название спрятанных ценностей образовано от глагола <i>кладу</i> и буквально означает «то, что положено».</p>"
КЛАДБИЩЕ,"<p><b>Кла́дбище</b>. Образовано от <i>кладьба</i> — «укладывание». Вероятно, первоначально использовалось как название-табу, тогда как изначально — «место для складывания».</p>"
КЛАДОВАЯ,<p><b>Кладова́я</b>. По происхождению является прилагательным. Образовано от <i>кладъ</i> (<i><font color=blue>клад</font></i>).</p>
КЛЕВАТЬ,"<p><b>Клева́ть</b>. Общеславянское слово, образованное от основы <i>клев</i>, выступающей и в слове <i><font color=blue>клюв</font></i>.</p>"
КЛЕВЕР,<p><b>Кле́вер</b>. Заимствование из немецкого (Klee) или английского (clover).</p>
КЛЕВЕТА,"<p><b>Клевета́</b>. Заимствование из старославянского, восходит к той же основе, что и клевать (клюв), и связано с переносным значением глагола <i><font color=blue>клевать </font></i> «дразнить кого-нибудь, насмешничать».</p>"
КЛЕЙ,"<p><b>Клей</b>. Общепринятой этимологии нет. Возможно, является заимствованием из германских языков (в голландском находим klei — «глина», в английском glue — «клеить»).</p>"
КЛЕЙМО,"<p><b>Клеймо́</b>. Это слово, имеющее значение «знак на изделии; тавро», было заимствовано древнерусским языком из германских (в шведском находим kleima — «тавро»).</p>"
КЛЕПАТЬ,<p><b>Клепа́ть</b>. Это слово по своему происхождению является звукоподражательным и первоначально имело значение — «стучать».</p>
КЛЁСТ,"<p><b>Клёст</b>. Общепринятой этимологии у названия этой птицы нет, вероятно, основа его звукоподражательная.</p>"
КЛЁШ,"<p><b>Клёш</b>. Это название покроя юбки и брюк заимствовано из французского языка, где находим cloche — «колокол». Колокол напоминает своей формой покрой брюк или юбки.</p>"
КЛЕШНЯ,<p><b>Клешня́</b>. Восходит к названию насекомого — <i>клещ</i>.</p>
КЛИЗМА,"<p><b>Кли́зма</b>. Название этой медицинской процедуры заимствовано из греческого, где klysma — «вливание».</p>"
КЛИКНУТЬ,"<p><b>Кли́кнуть</b>. Образовано от <i>кликати</i> — «звать», имеющей звукоподражательную основу <i>кли</i>.</p>"
КЛИНОК,"<p><b>Клино́к</b>. Образовано на основе заимствования из голландского, где kling — «клинок».</p>"
КЛИНОПИСЬ,"<p><b>Кли́нопись</b>. Это название разновидности древнего письма образовано путем сложения существительного <i>клин</i> — «заостренное книзу приспособление для раскалывания чего-либо» и слова <i>пись</i> — «почерк, письмо», сохранившегося в диалектах и являющегося производным с темой от <i>писати</i> (<i><font color=blue>писать</font></i>).</p>"
КЛИПСЫ,"<p><b>Кли́псы</b>. Это название ушных украшений наподобие сережек было заимствовано из английского, где clips — «серьги» при исходном значении слова clip — «зажим, скрепка».</p>"
КЛИРОС,"<p><b>Кли́рос</b>. Этот церковный термин, называющий место для певчих в церкви, был заимствован из старославянского языка, в котором восходит к греческому kliros — «надел, часть».</p>"
КЛОЗЕТ,<p><b>Клозе́т</b>. Это название туалета происходит от английского water closet — «туалет» (буквально «водяной чулан»). Заимствованное <i>ватерклозет</i> сократилось до <i>клозет</i>.</p>
КЛОУН,"<p><b>Кло́ун</b>. В этимологии этого слова поможет разобраться одно из значений (помимо значения «клоун») английского clown — «деревенщина», ведь именно такое значение и было у слова-первоисточника, латинского colonus — «житель деревни»; кстати, из того же источника и современная <i>колония</i>, которая оказывается в неожиданном родстве с <i>клоуном</i>.</p>"
КЛУМБА,"<p><b>Клу́мба</b>. Заимствование из английского языка, где clump — «глыба, ком».</p>"
КЛЮВ,"<p><b>Клюв</b>. Образовано от той же основы, что и <i><font color=blue>клевать</font></i>, с иной корневой гласной.</p>"
КЛЮКВА,"<p><b>Клю́ква</b>. Общепринятой этимологии нет, возможно, происходит от звукоподражательного, воспроизводящего звук, который издает эта ягода, когда лопается при нажатии.</p>"
КЛЮЧ,"<p><b>Ключ</b>. Это название устройства для запирания и отпирания является общеславянским, восходит оно к той же основе, что и <i>клюка</i>, восходящей в свою очередь к латинскому clavis — «ключ». Таким образом, слово <i>ключ</i> родственно <i>клавиатуре</i>.</p><p><b>Ключ</b> (источник). Это слово в значении «источник» является по происхождению звукоподражательным и восходит к основе <i>клюк</i> — «звук от удара».</p>"
КЛЮЧИЦА,"<p><b>Ключи́ца</b>. Этот анатомический термин был образован по методу кальки с латинского clavicula — «ключица», образованного от clavis — «ключ». Эта кость внешним видом напоминает ключ.</p>"
КЛЮШКА,"<p><b>Клю́шка</b>. Образовано уменьшительным суффиксом от <i>клюка</i> и, соответственно, родственно существительному ключ, напоминая последний и по внешнему виду.</p>"
КЛЯКСА,"<p><b>Кля́кса</b>. Заимствование из немецкого, где Klecks — «клякса».</p>"
КЛЯНЧИТЬ,"<p><b>Кля́нчить</b>. Заимствование из старославянского, где <i>клячати</i> — «стоять на коленях». Переход значения по униженности позы, которую принимает просящий что-либо, становясь на колени. К той же основе восходит и <i><font color=blue>кляча</font></i>.</p>"
КЛЯУЗА,"<p><b>Кля́уза</b>. Заимствование из польского, где klauza — «оговорка» восходит к латинскому clausula — «заключение, оговорка». Отметим также, что русский непосредственно из латинского заимствовал и слово <i>клаузула</i> в значении «оговорка» и еще в нескольких специальных значениях.</p>"
КЛЯЧА,"<p><b>Кля́ча</b>. Образовано от той же основы, что и глагол <i>клякати</i> — «падать на колени, шататься», существовавший параллельно с формой <i>клячити</i>, к которой восходит <i><font color=blue>клянчить</font></i>.</p>"
КНИГА,"<p><b>Кни́га</b>. Общеславянское kъniga, видимо, является заимствованием из древнетюркского, где kuinig — «свиток».</p>"
КНОПКА,"<p><b>Кно́пка</b>. Заимствование из голландского, где находим knoop в том же значении.</p>"
КНУТ,"<p><b>Кнут</b>. Заимствовано древнерусским языком из древнескандинавского, где находим knutr — «узел, сучок». Исходно — «узловатый бич».</p>"
КНЯЗЬ,<p><b>Князь</b>. Заимствование из германских языков. Так в древненемецком kuning — «старейшина рода» от kuni — «род». Присутствовавший в начальном виде звук g сохранился в слове княгиня.</p>
КОБЕЛЬ,"<p><b>Кобе́ль</b>. Хотя общепринятой этимологии нет, не исключено заимствование из осетинского, где kabula — «молодая собака».</p>"
КОБЕНИТЬСЯ,"<p><b>Кобе́ниться</b>. Этот глагол, имеющий значение «кривляться», образован от <i>кобь</i> — «волхвование, гадание», «негодный человек». Первоначально означало — «кривляться во время гадания». <i>Кобь</i> имеет аналоги в германских языках.</p>"
КОБЗАРЬ,"<p><b>Кобза́рь</b>. Это заимствование из украинского имеет значение «народный певец» и образовано от <i>кобза</i> — «бандура», являющегося заимствованием из тюркского (в турецком находим kopuz — «струнный музыкальный инструмент»).</p>"
КОБЫЛА,"<p><b>Кобы́ла</b>. Вероятно, является однокоренным со словом конь, а оба восходят к той же основе, что и латинское cabo — «мерин».</p>"
КОВАРНЫЙ,"<p><b>Кова́рный</b>. Заимствование из старославянского, где <i>коварь</i> — «кузнец». На церноковнославянском ковати зълаха — «замышлять злое». Первоначально — «кто кует цепи».</p>"
КОВАТЬ,"<p><b>Кова́ть</b>, кую. Общеславянское слово, родственное литовскому kauti — «бить, ударять», латышскому kaut — «рубить».</p>"
КОВЁР,"<p><b>Ковёр</b>. Возможно, заимствовано из тюркских языков. Не исключено также, что имеет тот же корень, что и исчезнувшее <i>ковора</i> — «одеяло».</p>"
КОВЧЕГ,"<p><b>Ковче́г</b>. Заимствование из старославянского, где <i>ковчегъ</i> — «ящик», видимо, является заимствованием из монгольского или близких ему языков, где находим <i>кагурчаг</i> — «ящик, гроб».</p>"
КОВШ,"<p><b>Ковш</b>. Общепринятой этимологии нет, возможно, заимствовано из литовского, где kausas — «большая ложка».</p>"
КОВЫЛЬ,"<p><b>Ковы́ль</b>. Это название растения было, вероятно, заимствовано из тюркских языков. В турецком находим kovalik — «тростник». Сближение с <i><font color=blue>ковылять</font></i> является народной этимологией.</p>"
КОВЫЛЯТЬ,"<p><b>Ковыля́ть</b>. Общепринятой этимологии нет, возможно, является однокоренным с <i>вилять</i> — «шататься». В этом случае изменение <i>ви</i> на <i>вы</i> объясняется влиянием слова <i><font color=blue>ковыль</font></i>.</p>"
КОЖА,"<p><b>Кожа</b>. Общеславянское слово, восходящее к той же основе, что и <i><font color=blue>коза</font></i>. Первоначальное значение — «козлиная шкура». См. <i><font color=blue>коза</font></i>.</p>"
КОЖИМИТ,<p><b>Кожими́т</b>. Образование из словосочетания <i>кожи имитация</i>.</p>
КОЖУХ,"<p><b>Ко́жух</b>. Образовано от существительного <i><font color=blue>кожа</font></i>, имеет родственные в славянских языках: в польском — kozuch, в чешском kozich и т.д.</p>"
КОЗА,"<p><b>Коза</b>. Общеславянское слово индоевропейской природы: в древнеанглийском находим haecen — «козленок», в готском hakuls — козленок.</p>"
КОЗЛЫ,"<p><b>Ко́злы</b>. Заимствование из польского, где koziol — «козлы» образовано как словесная калька с немецкого Bock — «козлы на повозке».</p>"
КОЗНИ,"<p><b>Ко́зни</b>. Это слово в значении «тайные замыслы» заимствовано из старославянского, где восходит к той же основе, что и глагол <i>ковати</i>. Родственные слова: <i><font color=blue>кузнец</font></i>, <i><font color=blue>коварный</font></i>, <i>ковать</i>.</p>"
КОЗЫРЬ,"<p><b>Ко́зырь</b>. Этот карточный термин является заимствованием из польского, где kozera — «козырь» от турецого koz — «козырь».</p>"
КОЙКА,"<p><b>Ко́йка</b>. Заимствование из голландского, где kooi — «место для спанья на корабле» восходит к латинскому cavea — «клетка».</p>"
КОК,"<p><b>Кок</b>. Это название корабельного повара является, как и многие морские слова, заимствованием из голландского, где находим kok.</p>"
КОКАТЬ,"<p><b>Ко́кать</b>. Этот глагол в просторечии используемый в значении «убить», а исходно значивший «ударять яйцо об яйцо» (речь идет о пасхальной игре), образован от основы, восходящей к детскому языку. Так, в итальянском находим cocco — «яйцо», во французском — coco в том же значении.</p>"
КОКОШНИК,<p><b>Коко́шник</b>. Это название женского головного убора образовано от существительного <i>кокошь</i> — «наседка» (см. также <i><font color=blue>кокать</font></i>).Название этому убору дано по его сходству с куриным гребнем.</p>
КОКТЕЙЛЬ,"<p><b>Кокте́йль</b>. Восходит к английскому cocktail, имеющему то же значение и составленному из двух элементов cock — «петушиный» и tail — «хвост»; почему смеси крепких алкогольных напитков дали название «петушиный хвост», не вполне ясно, может быть, потому, что, выпив этот напиток, человек становится таким же задиристым, как и эта птица с красивым хвостом. Обратим также внимание, что первая часть этого слова родственна глаголу <i><font color=blue>кокать</font></i> (см.).</p>"
КОЛ,"<p><b>Кол</b>. Общеславянское слово, восходящее к древнеиндийскому kilas — «клин». Тот же корень находим в <i>колоть</i>.</p>"
КОЛБАСА,"<p><b>Колбаса́</b>. Вероятно, заимствование из турецкого, где kulbasty — «поджаренное мясо». Согласно другой версии, колбаса может восходить к древнееврейскому kolbasar — «живое существо, мясо». По еще одной версии, колбаса является исконно русским словом и имеет тот же корень, что и колобок. В этом случае название обусловлено круглым сечением колбасного батона.</p>"
КОЛДУН,"<p><b>Колду́н</b>. Общепринятой этимологии не существует, возможно, родственно литовскому kalba — «язык», ведь первоначальное значение слова колдун — «заклинатель, заговариватель».</p>"
КОЛЕНКОР,"<p><b>Коленко́р</b>. Это слово, называющее разновидность хлопчатобумажной ткани, было заимствовано из французского, где calencar — «хлопчатобумажная материя» заимствовано из иранского языка.</p>"
КОЛЕНО,"<p><b>Коле́но</b>. Общеславянское слово индоевропейской природы (в польском находим kоlаnо, в литовском — kylys). Восходит к той же основе, что и <i><font color=blue>член</font></i> (см.).</p>"
КОЛЕСО,"<p><b>Колесо́</b>. Общеславянское слово индоевропейской природы от той же основы, что и латинское colus — «прялка». В древнерусском языке имело вид <i>коло</i>.</p>"
КОЛЕЯ,"<p><b>Колея́</b>. Общеславянское слово той же основы, что и <i>коло</i> (см. <i><font color=blue>колесо</font></i>).</p>"
КОЛИКА,"<p><b>Ко́лика</b>. Это название резких болей в боку было заимствовано из французского, где colique («колика») через colica восходит к греческому kolike — «кишечная болезнь», имеющему ту же основу, что и kolon — «толстая кишка». Сближение с глаголом <i>колоть</i> является народной этимологией.</p>"
КОЛИЧЕСТВО,"<p><b>Коли́чество</b>. Заимствование из церковнославянского, где коликий — «сколький, который по счету» образовано от <i>коли</i>, в свою очередь образованного от местоименного <i>ко</i> и частицы <i>ли</i>.</p>"
КОЛЛИ,"<p><b>Ко́лли</b>. Это название породы собак было заимствовано из английского, где collie имеет значение «шотландская овчарка».</p>"
КОЛОБОК,"<p><b>Колобо́к</b>. Уменьшительное от <i>колоб</i>, имеющего значение «круглый хлебец», образованного от <i>коло</i>, лежащего в основе существительного <i><font color=blue>колесо</font></i>.</p>"
КОЛОВОРОТ,"<p><b>Коловоро́т</b>. Это название своеобразной ручной дрели восходит к общеславянскому kolovortъ, состоящему из kolo (лежащего в основе слова <i><font color=blue>колесо</font></i>) и vort (восходящего к той же основе, что и <i>вертеть</i>, <i><font color=blue>ворот</font></i>). Буквально — «круговое вращение».</p>"
КОЛОДА,"<p><b>Коло́да</b>. Название этой части спиленного древесного ствола образовано от той же основы, что и глагол <i>колоть</i>.</p>"
КОЛОДЕЦ,"<p><b>Коло́дец</b>. В древности это слово имело форму <i>колодязь</i> и представляло собой, по всей видимости, заимствование из древнегерманских языков (так в готском языке было слово kaldings — «холодный источник», образованное от kalds — «холодный»). Любопытно, что в старославянском языке существовало слово <i>студенец</i> (также имевшее значение «колодец»), определявшее этот источник воды по температурному признаку.</p>"
КОЛОКОЛ,"<p><b>Ко́локол</b>. От общеславянского kolkolъ, восходящего к звукоподражательной основе kol, которая в данном слове удвоилась. Этот же корень находим в греческом kaleo — «зову».</p>"
КОЛОНКА,<p><b>Коло́нка</b>. Образовано как уменьшительное от <i>колонна</i> и является заимствованием через итальянский к латинскому columna — с тем же значением.</p>
КОЛОС,"<p><b>Ко́лос</b>. Общеславянское слово, восходящее к той же основе, что и <i>колоть</i>. Родственные находим в славянских языках: в чешском — klas, в польском — klas, в сербохорватском — клас.</p>"
КОЛОСНИК,"<p><b>Колосни́к</b>. Это название чугунной решетки в топке образовано от <i><font color=blue>колос</font></i> (см.). Такой перенос значения связан с тем, что колосник представляет собой ряд прямых стержней, напоминающих колосья.</p>"
КОЛПАК,"<p><b>Колпа́к</b>. Заимствование из тюркских языков, где <i>калпак</i> — «головной убор».</p>"
КОЛУН,<p><b>Колу́н</b>. Это название разновидности топора образовано от глагола <i>колоть</i>.</p>
КОЛЧАН,"<p><b>Колча́н</b>. Заимствование из тюркских языков, где <i>колчан</i> — «сумка для стрел».</p>"
КОЛЧЕДАН,"<p><b>Колчеда́н</b>. Это название минерала является заимствованием из французского, где calcédoine восходит к латинскому calcidonius от греческого географического названия Chalkedon в Малой Азии, богатой этим минералом.</p>"
КОЛЧЕНОГИЙ,"<p><b>Колчено́гий</b>. Образовано сложением слов: диалектального <i>колча</i> — «хромой» и <i>нога</i>. <i>Колча</i> образовано от исчезнувшего <i>колтать</i> — «хромать». По Далю: колтать «ходить вперевалку, ковылять, хромать» («как-нибудь век доколтыхаем»). К той же основе восходят <i>култыга</i>, <i>культяпа</i>.</p>"
КОЛЫБЕЛЬ,"<p><b>Колыбе́ль</b>. Название этой детской кроватки восходит к глаголу <i>колыбатъ</i> (практически исчезнувшему из языка), имеющему значение «качать». Глагол <i>колыбатъ</i> — близкая родня таких глаголов, как <i>колебать</i>, <i>колыхать</i>.</p>"
КОЛЫМАГА,"<p><b>Колыма́га</b>. Это название громоздкого экипажа, согласно одной из версий, является заимствованием из древнемонгольского языка, где находим kalimag — «калмык». Согласно другой гипотезе, слово заимствовано из тюркских языков, где находим kulungu — «судно».</p>"
КОЛЬТ,"<p><b>Кольт</b>. Это название вида огнестрельного оружия (револьверов и пулеметов) было заимствовано из английского, где colt — «система револьвера» является собственным именем изобретателя Сэмюэла Кольта, промышленника и изобретателя, сконструировавшего эту систему оружия.</p>"
КОЛЬЦО,<p><b>Кольцо́</b>. Образовано с помощью уменьшительного суффикса от <i>коло</i> (см. <i><font color=blue>колесо</font></i>).</p>
КОЛЬЧУГА,"<p><b>Кольчу́га</b>. Является заимствованием из польского, где находим kolczuga с тем же значением. По другой версии образовано от <i><font color=blue>кольцо</font></i> (тогда исходное значение — «состоящий из колец»).</p>"
КОЛЯДА,"<p><b>Коляда́</b>. Это название старинного рождественского обряда является заимствованием из латинского, где calendae — «первый день месяца». Латинское слово дало и другое родственное коляде — <i>календарь</i>.</p>"
КОЛЯСКА,"<p><b>Коля́ска</b>. Видимо, заимствование из польского, где находим kolaska от kolo — «колесо». Славянское слово оказалось заимствованным некоторыми западноевропейскими языками: итальянским — calesse, французским — calèche, немецким — Kalesche.</p>"
КОМАНДА,"<p><b>Кома́нда</b>. Заимствование из французского, где commande — «заказ» восходит к латинскому commendare — «вверять».</p>"
КОМАНДИРОВАТЬ,"<p><b>Командирова́ть</b>. Заимствование из немецкого, kommandieren — «командовать» или французского commander — с тем же значением.</p>"
КОМАР,"<p><b>Кома́р</b>. Восходит к той же основе, что и <i><font color=blue>шмель</font></i>. Соответствия находим: в литовском — kamine («пчела»), в древнепрусском — kamene («шмель») и т.д.</p>"
КОМЕДИЯ,"<p><b>Коме́дия</b>. Заимствование из польского komedia, восходящего к греческого слову.</p>"
КОММУНИЗМ,"<p><b>Коммуни́зм</b>. Заимствование из французского (communisme) или немецкого (Kommunismus), а восходит к латинскому communis — «общий».</p>"
КОМНАТА,"<p><b>Ко́мната</b>. Заимствование из латинского, где (camera) caminata — «отапливаемое помещение» (caminus — «печь, камин»). В памятниках отмечается с XV в. Отметим родственное слово — <i>камин</i>.</p>"
КОМОД,"<p><b>Комо́д</b>. Заимствование из французского, где commode («комод») образовано как переосмысление commode — «удобный».</p>"
КОМПАС,"<p><b>Ко́мпас</b>. Заимствование либо из немецкого (Kompass), либо из итальянского, где compasso — «циркуль». Переход значения объясняется действием магнитной стрелки, которая свободно вращается на иголке в круглом корпусе.</p>"
КОМПЛИМЕНТ,"<p><b>Комплиме́нт</b>. Заимствование из французского, где compliment («комплимент») образовано от complimenter — «приветствовать».</p>"
КОМПОЗИТОР,"<p><b>Компози́тор</b>. Заимствование из польского, где kompozytor («композитор») в свою очередь восходит к латинскому compositor — «сочинитель», образованному от componere — «сочинять, составлять».</p>"
КОМПОТ,"<p><b>Компо́т</b>. Заимствовано из французского (compote), в котором восходит к латинскому compositus, имеющему значение «сложный», «составной» (для приготовления компота используется несколько компонентов), а <i>компот</i>, таким образом, оказывается в тесном родстве с такими словами, как <i>композиция</i>, <i>компонент</i> и т.п.</p>"
КОМПРЕСС,"<p><b>Компре́сс</b>. Заимствование из французского, где compresse («компресс») образовано от compressor — «сжимать».</p>"
КОНВЕРТ,"<p><b>Конве́рт</b>. Это слово появилось в России в Петровскую эпоху и было заимствовано из Франции, где слово couvert означало «покрытый» (кстати, современное <i>куверт</i> — «столовый прибор на торжественном обеде» — прямая родня нашего конверта). Еще в прошлом веке встречалось написание <i>куверт</i>, которое затем исчезло, а в языке закрепилась сегодняшняя форма.</p>"
КОНВОЙ,"<p><b>Конво́й</b>. Это слово, имеющее значение «сопровождающий отряд прикрытия» и заимствованное в Петровскую эпоху из голландского языка (где находим convooi в том же значении), интересно прочтением по народной этимологии  <i>конвой</i>, то есть «конный бой», что, конечно, не имеет никакого отношения к действительности: конвой восходит к латинскому conviare — «сопровождать».</p>"
КОНДИТЕР,"<p><b>Конди́тер</b>. Заимствование из немецкого, где Konditor восходит к латинскому conditor от condire — «приправлять».</p>"
КОНДРАШКА,"<p><b>Кондра́шка</b>. Это название внезапной смерти, возможно, является табуистическим названием, образованным от имени собственного Кондрат. В народной этимологии это название смерти связывают также с действиями донского казачьего атамана Кондратия Булавина, который в 1707 г., неожиданно напав на отряд князя Долгорукого, уничтожил его целиком.</p>"
КОНЁК,<p><b>Конёк</b> (коньки́). Свое название этот спортивный инвентарь (буквально — «лошадка») получил по своему назначению: на коньках ведь тоже ездят.</p>
