_word,sense
ЛЮБОМУДРИЕ,"<p><b>ЛЮБОМУДРИЕ</b><sup>1</sup> – усердный поиск истины с помощью трёх основ: мнения знающего (компетентного) человека, мнения Вед (опыт предков), личного опыта и приведения этих трёх основ к одному знаменателю. [Источник: словарь ведических терминов.]</p> <p><b>ЛЮБОМУДРИЕ</b><sup>2</sup> – усердный поиск истины с помощью трёх критериев. [Источник: словарь ведических терминов.]</p>"
ЛЮБХ,<p><b>Любх</b> [<i>санскр.</i>] — любовь.</p>
ЛЮМБ,<p><b>Люмб</b> [<i>санскр.</i>] — плод.</p>
ЛЯ,<p><b>Ля</b> [<i>санскр.</i>] (лйа) после смерти.</p>
ЛЯЛЬ,<p><b>Ляль</b> [<i>санскр.</i>] — играющий.</p>
ЛЯРВА,"<p><b>ЛЯРВА</b> – тонкоматериальное существо мира Тёмной Нави. Питается гаввахом – энергией боли, страдания, разложения, гнева, обиды, ревности, злости и т.п. отрицательных проявлений. В соответствии с употребляемым видом энергии, лярвы имеют различные размеры и формы. Имеют способность побуждать людей к действиям, источающим требующуюся им энергию. [Источник: словарь ведических терминов.]</p>"
М,"<p><b>М</b> [<i>санскр.</i>] — из материального мира; содержащуюся там, где….</p>"
МА,"<p><b>Ма</b> [<i>санскр.</i>] — Богиня Майа, олицетворяющая материальную энергию;доставать, иметь место, дотягиваться до…; начало; никогда; отождествляя себя с материальным.</p>"
МААЛЬЯ,<p><b>Маалья</b> [<i>санскр.</i>] — венок.</p>
МААНА,<p><b>Маана</b> [<i>санскр.</i>] — клей.</p>
МАГ,"<p><b>МАГ</b> – последователь цивилизации, использующий магию, демон. [Источник: словарь ведических терминов.]</p>"
МАГА,"<p><b>Мага</b> [<i>санскр.</i>] — жрец Света, воспевающий гимны.</p>"
МАГИЯ,"<p><b>МАГИЯ</b> – насильственное использование в корыстных целях служебных духов и навей, подчинённых с помощью особых обрядов («ма» – майя, наваждение, «ги» – действие; т.е. действие, ввергающее в заблуждение). [Источник: словарь ведических терминов.]</p>"
МАДА,<p><b>Мада</b> [<i>санскр.</i>] — вдохновение; гордыня; гордость.</p>
МАДАМ,<p><b>Мадам</b> [<i>санскр.</i>] — иллюзия.</p>
МАДАНА,<p><b>Мадана</b> [<i>санскр.</i>] — встреча возлюбленных.</p>
МАДЖДЖА,<p><b>Маджджа</b> [<i>санскр.</i>] — мозговое вещество; одна из семи составляющих организма; сущность.</p>
МАДХАВА,"<p><b>Мадхава</b> [<i>санскр.</i>] — супруг Богини Удачи.</p><p><b>МАДХАВА</b> — «медвяный», «весенний», потомок рода Мадху, к которому принадлежал и Кришна, откуда и эпитет Кришны «Мадхава». [Источник: Бхагавад-Гита, словарь.]</p>"
МАДХВА,"<p><b>Мадхва</b> [<i>санскр.</i>] — Акарья, живший в XIII веке. Изложил философию двайты (дуализма).</p>"
МАДХУ БХУМИКА,<p><b>Мадху бхумика</b> [<i>санскр.</i>] — йогин второго порядка.</p>
МАДХУ ПРАТИКА,<p><b>Мадху пратика</b> [<i>санскр.</i>] — отдавший предпочтение удовольствию.</p>
МАДХУ,"<p><b>Мадху</b> [<i>санскр.</i>] — сладкий, приятный, милый, угодный.</p>"
МАДХУВИДЬЯ,"<p><b>Мадхувидья</b> [<i>санскр.</i>] — процесс медитации на Брахмане, поднося Солнце (мёд) как его символ.</p>"
МАДХУПАРКА,"<p><b>Мадхупарка</b> [<i>санскр.</i>] — подношение Богу, содержащее мёд, творог и т.д.</p>"
МАДХУРА,"<p><b>Мадхура</b> [<i>санскр.</i>] — отношение поклоняющегося, выражающее эмоции, лежащие между любимым и возлюбленной; поклоняющийся смотрит на Бога как на своего возлюбленного.</p>"
МАДХУСУДАНА,"<p><b>МАДХУСУДАНА</b> — «убийца (злого духа) Мадху», эпитет Вишну-Кришны. Легенда об этом убийстве есть в «Повести о Дундхумаре» из «Беседы Маркандеи». Мадху – «мед» и «весна», символизирует «житейские услады», соблазняющие человека, решившегося отдаться йоге. [Источник: Бхагавад-Гита, словарь.]</p>"
МАДХЬЯ,"<p><b>Мадхья</b>, мадхъя [<i>санскр.</i>] — умеренный, средний, центральный.</p>"
МАДХЬЯАХНА,<p><b>Мадхьяахна</b> [<i>санскр.</i>] — полдень.</p>
МАДХЬЯМ,<p><b>Мадхьям</b> [<i>санскр.</i>] — середина.</p>
МАДХЬЯМА НАДА,<p><b>Мадхьяма нада</b> (madhyama nada) [<i>санскр.</i>] — тонкая звуковая вибрация.</p>
МАДХЬЯМА НАДИ,<p><b>Мадхьяма нади</b> (madhyama nadi) [<i>санскр.</i>] — сушумна.</p>
МАДХЬЯМА НАУЛИ,<p><b>Мадхьяма наули</b> (madhyama nauli) [<i>санскр.</i>] — одна из шаткарм; сокращение и изолирование прямых мышц в середине живота.</p>
МАДХЬЯМА ПРАТИПАД,<p><b>Мадхьяма пратипад</b> [<i>санскр.</i>] — Срединный Путь.</p>
МАДХЬЯМА,"<p><b>Мадхьяма</b> (madhyama) [<i>санскр.</i>] — середина, умеренный; слегка грубоватая форма звука.</p>"
МАДХЬЯМАВАЙРАГЬЯ,<p><b>Мадхьямавайрагья</b> [<i>санскр.</i>] — средний тип Вайрагьи; не интенсивная Вайрагья.</p>
МАДХЬЯМАКА,"<p><b>Мадхьямака</b> (тиб. dbu та) — одна из четырех философских школ буддизма, основанная Нагарджуной (около II века н. э.). Школа относится к Великой колеснице (махаяне). Многие представления входящей в махаяну ваджрая- ны также основываются на положениях мадхьямаки. Центральным местом в мадхьямаке является учение о пустоте (санскр. sunyata), о нереальности всех явлений, о тождестве самсары и нирваны. Среди основных текстов этой традиции - «Муламадхьямака-карика» и «Виграха-вьявартани», составленные Нагарджуной; «Бодхичарья-аватара» Шантидевы и «Мадхьямака-аватара» Чандракирти. [Источник: Бодхичарья-аватара, словарь.]</p>"
МАДХЬЯМАКОТЬЯДХИКАРИ,<p><b>Мадхьямакотьядхикари</b> [<i>санскр.</i>] — квалифицированный человек среднего уровня.</p>
МАДХЬЯМАПАРИМАНА,<p><b>Мадхьямапаримана</b> [<i>санскр.</i>] — средний размер.</p>
МАДХЬЯМИКА,"<p><b>МАДХЬЯМИКА, мадхьямака</b> — первая филос. школа махаяны, возникновение к-рой в Индии 2 в. связывается с именем Нагарджуны, с созданием комментариев к праджняпарамитским и др. сутрам, с сочинением полемич., идеологич., гимнософич. и пр. ее текстов. В 6 в. М. разделилась на прасангхику и сватантрику; в 8 в. из последней образовались саутрантика-сватантрика и йогачара-сватантрика. В Китае М. под названием Саньлунь-цзун (школа трех трактатов) была установлена Кумарадживой в нач. 5 в. и играла значит. роль в кит. буддизме до 7-8 вв. В 8 в. в Тибете мадхьямики Шантаракшита и Камалашила активно участвовали в становлении буддизма и монастырского образования. С тех пор среди тибетцев М. - основополагающее духовное учение, к-рому они посвятили огромную лит-ру и о к-ром продолжают писать и сегодня крупнейшие иерархи тиб. школ, в том числе последний Далай-лама. Филос. истолкование махаянского пути в М. было попыткой избегать крайностей утверждения и отрицания, что демонстрировалось знаменитой тетралемой (чатух-коти): А есть Б, А не есть Б, нет ни А, ни Б, нет ни не-А, ни не-Б, все посылки к-рой не годятся для поисков конечной религ. истины, являющейся невыразимой. Ее постижение возможно лишь в долгом духовном совершенствовании сострадания и мудрости, накоплении нравств. заслуг и глубоких знаний, длящемся не одно рождение. Однако сам этот процесс созревания к просветлению протекает в окружающей нас действительности (прежде всего внутренней). Она, конечно, иллюзорна (майя), пуста (Шунья) и полностью лишена к.-л. независимой сущности (них-свабхава) с т. зр. высшей истины (парамартха-сатья), тем не менее именно в этом взаимообусловленном мире относительных истин происходит обретение двух (позднее - четырех) тел Будды - уровней возможного отождествления адепта с абсолютом, т. е. происходит самоотрицание мирского посредством особых практик в поведении, речи, сознании, к-рым учат мадхьямики. Среднюю филос. позицию М. занимала и в вопросах причинности, происхождения дхарма-элементов: они не вечны, лишены к.-л. постоянных качеств и в то же время они не исчезают бесследно и навсегда. Положение раннего буддизма об отсутствии самостоятельной природы у индивидов М. распространила и на дхармы. Детальное развитие в М. получили также критика взглядов оппонентов (прежде всего указанием на логич. недостоверность их аргументов и сведением последних к абсурду), учения о двух истинах, пустотности, телах Будды, срединном пути освобождения и др. Исследователи нередко указывают на существенное влияние философии М. на формирование индуистской школы адвайта-веданты - влиятельнейшей в Индии с раннего средневековья до наших дней. [Источник: словарь буддийских терминов (1).]</p>"
МАДХЬЯНИ,<p><b>Мадхьяни</b> [<i>санскр.</i>] — в середине.</p>
МАДЬЯ,<p><b>Мадья</b> [<i>санскр.</i>] — вино.</p>
МАЙА,"<p><b>Майа</b> [<i>санскр.</i>] — в материальном мире, принцип вселенской иллюзии, нереальности как проявление силы (Шакти) Реального, иллюзия.</p>"
МАЙОПАДХИ,"<p><b>Майопадхи</b> [<i>санскр.</i>] — Упадхи, или по-видимому ограничивающие состояния, созданные Майей или кажущиеся.</p>"
МАЙТРЕЯ,"<p><b>Майтрея</b> [<i>санскр.</i>] — любовь.</p><p><b>Майтрея</b> (санскр. maitreya; тиб. byams ра) — букв.: «Связанный дружбой». Бодхисаттва и Будда грядущего мирового порядка. Майтрея - единственный бодхисаттва, которого признают все основные направления буддизма. Имя Майтреи встречается в самых ранних произведениях махаяны («Лалитавистара», «Дивьявадана», «Махавасту»); в «Саддхармапунда- рике» и в «Вималакирти-нирдеше» Майтрея еще подчинен своему учителю - Манджушри. Самое полное описание Майтреи приводится в «Майтрея- вьякаране», где он выступает бодхисаттвой десятого уровня. Считается, что Майтрея в данный момент обитает на небе Тушита, где ждет времени своего вступления в качестве Будды в мир людей. Он родится, когда длительность жизни людей достигнет 84 000 лет и весь мир будет находиться под управлением одного справедливого буддийского правителя (см.: Мифы народов мира. Т. 2. М.: Советская энциклопедия, 1991. С. 89). [Источник: Бодхичарья-аватара, словарь.]</p><p><b>МАЙТРЕЯ</b> (санскр.; кит. Милэ фо, яп. Мироку, монг., бур. Майдар) — персонаж будд. мифологии, выступающий одноврем, и как бодхисаттва, и как будда. Как бодхисаттва М. популярен во всех осн. направлениях буддизма. Как будда Грядущего мирового периода, к-рый наступит после окончания периода Шакьямуни, М., согласно будд. легендам, обитает на небе Тушита и ждет того времени, когда сможет переродиться в мире людей. А оно наступит, когда продолжительность жизни людей на земле достигнет 84 000 лет и будет править миром один справедливый правитель буддист. Культ М. особенно популярен в Цент. Азии, именно там во многих монастырях имеются его гигантские статуи. В отличие от прочих будд М. обычно изображают сидящим на троне со спущенными вниз ногами. Его характерные атрибуты: золотистый цвет кожи, ступа, ваза с напитком бессмертия и колесо дхармы. [Источник: словарь буддийских терминов (1).]</p>"
МАЙТРИ,<p><b>Майтри</b> [<i>санскр.</i>] — дружба; дружелюбие.</p>
МАЙТХУНА,<p><b>Майтхуна</b> (maithuna) [<i>санскр.</i>] — сексуальное взаимодействие между мужчиной и женщиной с целью пробудить кундалини шакти; пятый элемент из пяти практик каулачара тантры.</p>
МАЙЮРА,<p><b>Майюра</b> [<i>санскр.</i>] — павлин.</p>
МАЙЮРАСАНА,"<p><b>МАЙЮРАСАНА</b> (<i>англ.</i> Mayurasana) — Поза Павлина. Тело пребывает в горизонтальном равновесии над землей, поддерживаемое локтями и опирающееся только на ладони рук. Ноги обычно сложены как в падмасане (см.). [Источник: словарь йоги.]</p>"
МАЙЯ,"<p><b>Майя</b> (maya) [<i>санскр.</i>] — буквально означает «иллюзия»; вуалирующая способность проявленной шакти; иллюзорная природа феноменального мира; иллюзорная сила Брахмана; (за)вуалирующая и составляющая сила вселенной.</p><p><b>МАЙЯ</b> – морок, Вселенский гипноз, необходимый для познания живатмами Добра и Зла и приобретения ими качеств Личности. [Источник: словарь ведических терминов.]</p><p><b>МАЙЯ</b> — мировая иллюзия, марево, чары. В системе Веданты Шанкары Ачарьи за майей не признавалось никакой реальности, в Эпосе слово майя встречается относительно редко и может быть сближено с понятием шакти – творческой силы или с понятием пракрити; таким образом, Эпос признает за майей в той или иной степени реальность. Сложное слово yoga-maya, встречающееся в VII гл. Гиты, Дейссен передает через «Zauberkunst». [Источник: Бхагавад-Гита, словарь.]</p><p><b>МАЙЯ</b> (<i>англ.</i> Maya) — Часто переводится как «Иллюзия». Это подразумевает доктрину о том, что все, что ощущается в проявленном мире, иллюзорно. Ьто, однако, не означает ощущения несуществующего, то есть восприятия того, чего нет; иллюзия означает, что нечто - Реальность - существует, но мы воспринимаем и видим ее неверно, в ложных формах.<br/>Майя обладает двумя свойствами: наложение покрова (аварана) и отбрасывание, усечение (викшепа). Первое подобно вуали, скрывающей нечто, так что многое, существующее в божественном мире, становится невидимым в проявленном мире. Второе свойство означает то, что происходит, когда разум приступает к своей деятельности с доступным, оставшимся после того, как на реальность наброшена вуаль авараны. Сначала активность включает в себя напряженный труд, но небольшое использование интеллекта, хотя со временем разум добивается все большей и большей упорядоченности и гармоничности объектов и форм. Тем не менее и в упорядоченности, и в хаотичности, и в изменчивости присутствует «иллюзия», и сознание должно преодолеть ее для освобождения от оков субъективного и объективного мира.<br/>Конечно же, не существует ничего помимо Реальности, однако когда большая ее часть скрыта, как женское лицо, спрятанное за наложенными друг за друга полупрозрачными вуалями, мало что Реального можно увидеть, хотя все, что видимо, является по-прежнему Реальностью - лицо за вуалями остается одним и тем же. Таким образом, иллюзия возникает из-за нашей неспособности проникнуть взором сквозь покровы Реальности, ибо большинство наших желаний расположены по нашу сторону покровов; однако полной иллюзии, только лишь иллюзии в наших ощущениях не бывает никогда.<br/>Понятие майя часто сопровождается прилагательным «неописуемая» (анирвачанийя); это означает, что ее нельзя однозначно описать как реальную или нереальную, поскольку майя относительно реальна в пределах майи, но полное поле майи (или разделение, или относительность) нереально, но представляет собой только лишь совокупность множества иллюзий. С точки зрения метафизики, любой объект, даже ментальный, может быть полностью (то есть правильно) познан только путем сравнения с другими и понимания его отношений со всеми остальными, и его причиной является все, включая его самого; этим и определяется его реальность. С этой позиции, нереальное может служить средством пробуждения к реальности, подобно Приснившейся Змее (см.). [Источник: словарь йоги.]</p><p><b>МАЙЯ</b> (санскр.) — иллюзия, обман: в инд. мифологии - способность сверхъестеств. существ (богов, демонов, духов) к изменению своего облика; в ряде филос. систем, возникших в рамках инд. традиции (вишнуизме, буддизме), - иллюзорность бытия как одно из ключевых понятий, с помощью к-рого осмысливается Вселенная. [Источник: словарь буддийских терминов (1).]</p><p><b>МАЙЯ</b> — сс. Сила Брахмана. Магия. Иллюзия. Мираж. Марево. Обман. С помощью майи Брахман творит из себя мир. Майя не создает сама иллюзорные объекты, она либо скрывает часть информации о мире, прикрывая объекты пеленой, покровом (аварана), либо рассеивает информацию, делая часть объекта невидимой, рассеянной (викшепа). При этом мир предстает как обманчиво раздробленный, множественный, тревожный. В адвайта-веданте майю связывают с божественной игрой (лила), которая заставляет человека мучительно искать то, что видно и известно богу. Неведение (авидья) - главная причина того, что человек видит мир не таким, каков он есть на самом деле. Суть майи непознаваема, необъяснима (анидершья, анирвачанья). Майявада - учение об иллюзорности мира. В учении буддизма утверждается, что избавиться от иллюзии можно, только преодолев неведение интуитивной мудростью (праджня). Как суффикс майя указывает на полноту качества, например анандамайя - полное блаженство. Майя - собственное женское имя. Мать Будды Шакьямуни звали Махамайей (Великая Майя). Имя восходит к богине-матери времен харапской культуры (IIIтыс. до н. э). [Источник: словарь буддийских терминов (2).]</p>"
"МАЙЯВАДА, МИТХЬЯВАДА","<p><b>Майявада, Митхьявада</b> [<i>санскр.</i>] — теория иллюзии; доктрина феноменального характера вселенной.</p>"
МАЙЯВИ,<p><b>Майяви</b> [<i>санскр.</i>] — мастер магии; великий жонглёр Брахман.</p>
МАЙЯМОХАДЖАЛА,<p><b>Майямохаджала</b> [<i>санскр.</i>] — жонглирование или обман слепым увлечением Майи.</p>
МАЙЯШАБАЛАБРАХМА,"<p><b>Майяшабалабрахма</b> [<i>санскр.</i>] — синоним Сагуна Брахмана или Ишвары (Брахман, соединённый с атрибутами, окутанный и разукрашенный Майей).</p>"
МАЙЯ-ШАКТИ,"<p><b>Майя-шакти</b> [<i>санскр.</i>] — иллюзорная сила Бога, которая вуалирует сознание и дает индивидуальность.</p>"
МАКАРА,"<p><b>Макара</b>, накра [<i>санскр.</i>] – крокодил (Макарасана); тантрическая практика вама марга тантры, см. Панча макара; мистический слог М, третья буква, составляющая Омкару или Пранава-Наду.</p><p><b>МАКАРА</b> — «делающий Ма», «произносящий Ма», название сказочного морского чудовища. М – последний звук священного слово, символизирующий угасание, прекращение. [Источник: Бхагавад-Гита, словарь.]</p>"
МАКАРАНДА,<p><b>Макаранда</b> [<i>санскр.</i>] — мёд.</p>
МАКАРАСАНА,"<p><b>Макарасана</b> (makarasana) [<i>санскр.</i>] — «поза крокодила»; лежа наживоте, локти на земле, подбородок на кистях рук.</p>"
МАКОШЬ,"<p><b>МАКОШЬ</b> – богиня семейного благополучия, достатка, хранительница урожая («ма» – мать, «кош» – дом; т.е. хранительница семейного очага). [Источник: словарь ведических терминов.]</p>"
МАКРОКОСМ,"<p><b>МАКРОКОСМ</b> (<i>англ.</i> Macrocosm) — Весь мир, или Вселенная, как внешняя по отношению к микрокосму, внутреннему миру человеческого существа. Подобно трем упадхи (см.) микрокосма, существуют три состояния макрокосма, а именно авьякта (буквально: непроявленность), хираньягарбха (буквально: золотой росток - имя Вишну), и вират (материальный, проявленный мир). [Источник: словарь йоги.]</p>"
МАКУШ,<p><b>Макуш</b> [<i>санскр.</i>] — достигая освобождения.</p>
МАКША,<p><b>Макша</b> [<i>санскр.</i>] — муха.</p>
МАЛА,"<p><b>Мала</b> (mala) [<i>санскр.</i>] — венок или четки из дерева тулси, сандалового дерева, семян растения рудракша, кораллов, кристаллов или драгоценных камней или из того, что указано гуру. Используется для подсчета числа мантр, повторяемых во время джапа или мантра садханы. Мала из цветов может также предлагаться своему гуру; бусина, гирлянда из бусин, четки (Маласана); загрязнение; загрязнения ума; чётки; примеси в уме, пот; нечистота ума; один из трёх недостатков ума; бусы, используемые для подсчёта числа совершённой Джапы.</p>"
МАЛАЯ КОЛЕСНИЦА,"<p><b>Малая колесница</b> (тиб. theg dman) — см.: Хинаяна. [Источник: Бодхичарья-аватара, словарь.]</p>"
МАЛВА,<p><b>Малва</b> [<i>санскр.</i>] — глупый.</p>
МАЛЕНА,<p><b>Малена</b> [<i>санскр.</i>] — пыль.</p>
МАЛИКА,"<p><b>Малика</b> [<i>санскр.</i>] — краситель, красильщик, маляр.</p>"
МАЛИН,<p><b>Малин</b> [<i>санскр.</i>] — окружённый.</p>
МАЛИНАСАТТВА,<p><b>Малинасаттва</b> [<i>санскр.</i>] — нечистая Саттва; ненаучный; Авидья в индивидууме.</p>
МАЛЬЯ,<p><b>Малья</b> [<i>санскр.</i>] — пальма.</p>
МАМА,<p><b>Мама</b> [<i>санскр.</i>] — мой.</p>
МАМАКАРА,"<p><b>Мамакара</b> [<i>санскр.</i>] — присваивание; мысль, что это моё в теле и в предметах, связанных с такими, как жена, дети, родственники, друзья, дом, богатство и желания.</p>"
МАМСА,"<p><b>Мамса</b> [<i>санскр.</i>] — мясо; плоть, одна из семи составляющих организма.</p>"
МАН,"<p><b>Ман</b> (man) [<i>санскр.</i>] — ум; вес, около 40 кг; мудрец, человека; правильно.</p>"
МАНА,"<p><b>Мана</b> [<i>санскр.</i>] (=манас) (ман – думать) ум, понимание. Манас – это способность мыслить, способность различать. В философии Ньяя манас рассматривается как некая сущность, отличная от Атмана, души; уважение; чувство самоуважения.</p>"
МАНАВАДХАРМА,<p><b>Манавадхарма</b> [<i>санскр.</i>] — внутренняя сущностная природа человека; религия человека; обязанность человека.</p>
МАНАВАХ,<p><b>Манавах</b> [<i>санскр.</i>] — человек.</p>
МАНАНА,"<p><b>Манана</b> [<i>санскр.</i>] (ман – думать) медитация, размышление; постоянное размышление; отражение; медитация на вечных добродетелях; второй из трёх шагов по пути знания.</p>"
МАНАНАШАКТИ,<p><b>Мананашакти</b> [<i>санскр.</i>] — сила отражения и концентрации.</p>
МАНАС ЧАКРА,"<p><b>Манас чакра</b> (manas chakra) [<i>санскр.</i>] — расположена над аджна чакрой, имеет шесть лепестков; обитель ума.</p>"
МАНАС ШАКТИ,"<p><b>Манас шакти</b> (manas shakti) [<i>санскр.</i>] — ментальная энергия, направленная по ида нади.</p>"
МАНАС,"<p><b>Манас</b> [<i>санскр.</i>] (=мана) (ман – думать) ум, мыслительная способность, понимание. Манас – это способность мыслить, способность различать. В философии Ньяя манас рассматривается как некая сущность, отличная от Атмана, души; конечный ум; ум; чувственный или ощущающий ум, проводник высшего разума (буддхи); замысел; желание, намерение; процесс мышления, см. антах карана;.</p><p><b>МАНАС</b> (<i>англ.</i> Manas) — Орган действия разума, внутренний инструмент (антахкарана, см.), способный создавать и изменять объективные предметы. Он представляет собой мыслительную энергию, или функцию, которая в человеке проявляется в основном посредством его тела, и в гораздо меньшей степени - более тонкими способами, например, в форме телепатии, которые практически неактивны, если разум недостаточно развит и натренирован или не пребывает в предельно возбужденном состоянии. Поскольку большинство людей думают обычно в форме свободного и беспорядочного течения мыслей, это создает соответствующую психическую атмосферу (см. Телепатия; Высший Разум). [Источник: словарь йоги.]</p><p><b>МАНАС</b> — ум, способность осмысливания впечатлений, воспринятых через органы чувств, и способность ответа на эти впечатления через действующие индрии. Манас переживает воспринятое чувствами, которые сами не осознают воспринимаемого, но являются лишь простыми передатчиками, поэтому манас и есть центр эмоций, «сердце» в психологическом, но не в физическом смысле. [Источник: Бхагавад-Гита, словарь.]</p><p><b>МАНАС</b> (санскр.), Мано (пали) — ум, способность человека мыслить; тот аспект сознания, к-рый осуществляет связь субъекта и объекта. М., по существу, двойствен: с одной стороны это внутр. чувство, к-рое соприкасается с миром вещей и образует сознание, состоящее из пяти скандх-элеметов, с другой стороны, М. сообщается со способностью к интуитивному познанию (санскр. буддхи) и освещается им. В виджнянаваде М. т. н. седьмое, концептуализирующее сознание, к-рое систематизирует результаты осознания, получаемые шестью сознаниями, выделяет субъект (самого себя) и объекты, т. е. в конечном счете утверждает реальность я, истинное существование к-рого безоговорочно отрицается всеми без исключения будд. школами. Сознание - М. рассматривается как продукт заблуждений, поэтому для достижения нирваны адептам будд. школ, доктрины к-рых базируются на догматич. положениях виджнянавады, предписывается подавлять функционирование М. посредством медитации., [Источник: словарь буддийских терминов (1).]</p><p><b>МАНАС</b> — сс. МАНО - пали. Разум. Внутренний аппарат, инструмент мышления, функциональный комплекс, воспринимающий, оценивающий, обобщающий и преобразующий информацию, поступающую от органов чувств (индрия). На сс. основе он создает информацию более высокого уровня. Манас способен различать внутреннее и внешнеё, субъект и объект, материальное и идеальное. Используя логику, он создает концепции. Созданную им информацию манас может передавать на более низкие уровни сознания, реализуя механизм обратной связи. Он обусловливает способность сознания к различению и входит в совокупный внутренний орган (антахкарана), ответственный за ментальные функции человека. В ведах манас выступает как мысль, спонтанно возникающая у Брахмана при его пробуждении. Согласно «Ригведе», манас локализуется в области сердца. В пурва-мимансе утверждается, что он испытывает боль, отвращение, блаженство и т. п. Санкхья считает его образованием из трех гун, связанное с кармой и представляющее самостоятельную категорию (таттва). Йога предполагает, что он связан с духом, душой (пуруша), с «я» и высшим разумом (буддхи). В ньяя-вайшешике манас называют субстанцией. В традиционной индийской медицине (аюрведа) считается, что манас и буддхи определяют психофизиологический тип личности. Джайнизм признает его материальность. Буддийская школа мадхьямика утверждает, что он пустотен, как и весь мир. Школы вайбхашика, саутрантика признают его реальность. В виджнянаваде манас выступает как шестой вид сознания в восьмичастной модели (астаявиджняна). Манас входит в контакт с космическим аспектом высшего сознания (алаявиджняна). Его отождествляют с читтой и виджняной, трактуют как самосознание или как непросветленное, непробужденное сознание. Называют индрией разума, сознанием предыдущего момента (анантаратита), одним из девятнадцати ртов, врат, через которые происходит восприятие мира. Считают, что трансформация сознания в процессе духовной практики происходит при участии манаса. В буддизме с ним связывают способность человека актуализировать дхармы и проецировать их в мир, создавая ментальные конструкции (кальпана, викальпана). Термин «манас» (мано) образует словосочетания типа «маноратха» (мечты), «маногата» (сокровенная мысль), «маноджата» (порожденный умом, мысленный). [Источник: словарь буддийских терминов (2).]</p>"
МАНАСА,<p><b>Манаса</b> [<i>санскр.</i>] — мысль.</p>
МАНАСАПУДЖА,"<p><b>Манасапуджа</b> [<i>санскр.</i>] — умственное поклонение; пункт ритуального поклонения, требующий от поклоняющегося пройти мысленно через всю процедуру поклонения.</p>"
МАНАСАХ МАНАХ,<p><b>Манасах Манах</b> [<i>санскр.</i>] — ум ума; внутренний Правитель или Атман (Брахман).</p>
МАНАСИКА,<p><b>Манасика</b> [<i>санскр.</i>] — ментальный; относящийся к уму.</p>
МАНАСИКАДЖАПА,<p><b>Манасикаджапа</b> [<i>санскр.</i>] — умственное повторение Мантры.</p>
МАНАСИКАКРИЯ,<p><b>Манасикакрия</b> [<i>санскр.</i>] — умственное действие.</p>
МАНАСИШАКТИ,<p><b>Манасишакти</b> [<i>санскр.</i>] — сила ума; интеллект; понимание.</p>
МАНАС-ШУДДХИ,<p><b>Манас-Шуддхи</b> [<i>санскр.</i>] — очищение ума.</p>
МАНАХКАЛЬПИТАДЖАГАТ,"<p><b>Манахкальпитаджагат</b> [<i>санскр.</i>] — мир, созданный умом или воображением.</p>"
